SP,SPEC,CONF,COMMONNAME,SCINAME,SPEC6,CONF6,LANDBIRD
,BSTP,*,Band-rumped Storm-Petrel,Hydrobates castro,HYDCAT,*,FALSE
,WRSP,,Wedge-rumped Storm-Petrel,Hydrobates tethys,HYDTET,,FALSE
,BLSP,,Black Storm-Petrel,Hydrobates melania,HYDMEL,,FALSE
,GUSP,,Guadalupe Storm-Petrel,Hydrobates macrodactylus,HYDMAD,*,FALSE
,MASP,,Markham's Storm-Petrel,Hydrobates markhami,HYDMAR,,FALSE
,TRSP,,Tristram's Storm-Petrel,Hydrobates tristrami,HYDTRI,,FALSE
,LSTP,*,Least Storm-Petrel,Hydrobates microsoma,HYDMIC,,FALSE
,NOFU,,Northern Fulmar,Fulmarus glacialis,FULGLA,,FALSE
,GFPE,,Gray-faced Petrel,Pterodroma gouldi,PTEGOU,,FALSE
,PRPE,,Providence Petrel,Pterodroma solandri,PTESOL,,FALSE
,KEPE,,Kermadec Petrel,Pterodroma neglecta,PTENEG,,FALSE
,TRPE,,Trindade Petrel,Pterodroma arminjoniana,PTEARM,,FALSE
,HEPE,,Herald Petrel,Pterodroma heraldica,PTEHER,,FALSE
,MUPE,,Murphy's Petrel,Pterodroma ultima,PTEULT,,FALSE
,MOPE,,Mottled Petrel,Pterodroma inexpectata,PTEINE,,FALSE
,BEPE,,Bermuda Petrel,Pterodroma cahow,PTECAH,,FALSE
,BCPE,,Black-capped Petrel,Pterodroma hasitata,PTEHAS,,FALSE
,JFPE,,Juan Fernandez Petrel,Pterodroma externa,PTEEXT,,FALSE
,GAPE,,Galapagos Petrel,Pterodroma phaeopygia,PTEPHA,,FALSE
,HAPE,,Hawaiian Petrel,Pterodroma sandwichensis,PTESAN,,FALSE
,WNPE,,White-necked Petrel,Pterodroma cervicalis,PTECER,,FALSE
,BOPE,,Bonin Petrel,Pterodroma hypoleuca,PTEHYP,,FALSE
,BWPE,,Black-winged Petrel,Pterodroma nigripennis,PTENIG,,FALSE
,FEPE,,Fea's Petrel,Pterodroma feae,PTEFEA,,FALSE
,ZIPE,,Zino's Petrel,Pterodroma madeira,PTEMAD,,FALSE
,COPE,,Cook's Petrel,Pterodroma cookii,PTECOO,,FALSE
,STPE,,Stejneger's Petrel,Pterodroma longirostris,PTELON,,FALSE
,TAPE,,Tahiti Petrel,Pseudobulweria rostrata,PSEROS,,FALSE
,BUPE,,Bulwer's Petrel,Bulweria bulwerii,BULBUL,,FALSE
,JOPE,,Jouanin's Petrel,Bulweria fallax,BULFAL,,FALSE
,WCPE,,White-chinned Petrel,Procellaria aequinoctialis,PROAEQ,,FALSE
,PAPE,,Parkinson's Petrel,Procellaria parkinsoni,PROPAR,,FALSE
,STRS,*,Streaked Shearwater,Calonectris leucomelas,CALLEU,,FALSE
,CORS,*,Cory's Shearwater,Calonectris diomedea,CALDIO,,FALSE
,CVSH,,Cape Verde Shearwater,Calonectris edwardsii,CALEDW,,FALSE
,WTSH,,Wedge-tailed Shearwater,Ardenna pacifica,ARDPAC,,FALSE
,BULS,*,Buller's Shearwater,Ardenna bulleri,ARDBUL,,FALSE
,STTS,*,Short-tailed Shearwater,Ardenna tenuirostris,ARDTEN,,FALSE
,SOSH,,Sooty Shearwater,Ardenna grisea,ARDGRI,,FALSE
,GRSH,,Great Shearwater,Ardenna gravis,ARDGRA,,FALSE
,PFSH,,Pink-footed Shearwater,Ardenna creatopus,ARDCRE,,FALSE
,FFSH,,Flesh-footed Shearwater,Ardenna carneipes,ARDCAR,,FALSE
,CHSH,,Christmas Shearwater,Puffinus nativitatis,PUFNAT,,FALSE
,GASH,,Galapagos Shearwater,Puffinus subalaris,PUFSUB,,FALSE
,MASH,,Manx Shearwater,Puffinus puffinus,PUFPUF,,FALSE
,TOSH,,Townsend's Shearwater,Puffinus auricularis,PUFAUR,,FALSE
,NESH,,Newell's Shearwater,Puffinus newelli,PUFNEW,,FALSE
,BRYS,*,Bryan's Shearwater,Puffinus bryani,PUFBRY,,FALSE
,BVSH,,Black-vented Shearwater,Puffinus opisthomelas,PUFOPI,,FALSE
,AUSH,,Audubon's Shearwater,Puffinus lherminieri,PUFLHE,,FALSE
,BASH,,Barolo Shearwater,Puffinus baroli,PUFBAR,,FALSE
,MAST,,Maguari Stork,Ciconia maguari,JCICMA,,FALSE
,JABI,,Jabiru,Jabiru mycteria,JABMYC,,FALSE
,WOST,,Wood Stork,Mycteria americana,MYCAME,,FALSE
,LEFR,,Lesser Frigatebird,Fregata ariel,FREARI,,FALSE
,MAFR,,Magnificent Frigatebird,Fregata magnificens,FREMAG,,FALSE
,GREF,*,Great Frigatebird,Fregata minor,FREMIN,,FALSE
,MABO,,Masked Booby,Sula dactylatra,SULDAC,,FALSE
,NABO,,Nazca Booby,Sula granti,SULGRA,,FALSE
,BFBO,,Blue-footed Booby,Sula nebouxii,SULNEB,,FALSE
,PEBO,,Peruvian Booby,Sula variegata,SULVAR,,FALSE
,BRBO,,Brown Booby,Sula leucogaster,SULLEU,,FALSE
,RFBO,,Red-footed Booby,Sula sula,SULSUL,,FALSE
,NOGA,,Northern Gannet,Morus bassanus,MORBAS,,FALSE
,ANHI,,Anhinga,Anhinga anhinga,ANHANH,,FALSE
,BRAC,*,Brandt's Cormorant,Phalacrocorax penicillatus,PHAPEN,,FALSE
,RFCO,,Red-faced Cormorant,Phalacrocorax urile,PHAURI,,FALSE
,PECO,,Pelagic Cormorant,Phalacrocorax pelagicus,PHAPEL,,FALSE
,GRCO,,Great Cormorant,Phalacrocorax carbo,PHACAR,,FALSE
,DCCO,,Double-crested Cormorant,Phalacrocorax auritus,PHAAUT,*,FALSE
,NECO,,Neotropic Cormorant,Phalacrocorax brasilianus,PHABRA,,FALSE
,AWPE,,American White Pelican,Pelecanus erythrorhynchos,PELERY,,FALSE
,BRPE,,Brown Pelican,Pelecanus occidentalis,PELOCC,,FALSE
,PIBI,,Pinnated Bittern,Botaurus pinnatus,BOTPIN,,FALSE
,AMBI,,American Bittern,Botaurus lentiginosus,BOTLEN,,FALSE
,YEBI,,Yellow Bittern,Ixobrychus sinensis,IXOSIN,,FALSE
,LEBI,,Least Bittern,Ixobrychus exilis,IXOEXI,,FALSE
,LIBI,,Little Bittern,Ixobrychus minutus,IXOMIN,,FALSE
,RTHE,,Rufescent Tiger-Heron,Tigrisoma lineatum,TIGLIN,,FALSE
,FTHE,,Fasciated Tiger-Heron,Tigrisoma fasciatum,TIGFAS,,FALSE
,BTTH,,Bare-throated Tiger-Heron,Tigrisoma mexicanum,TIGMEX,,FALSE
,GBHE,,Great Blue Heron,Ardea herodias,ARDHER,,FALSE
+,GWHE,,Great White Heron,Ardea herodias occidentalis,ARDHOC,,FALSE
,GRAH,*,Gray Heron,Ardea cinerea,ARDCIN,,FALSE
,COHE,,Cocoi Heron,Ardea cocoi,ARDCOC,,FALSE
,PUHE,,Purple Heron,Ardea purpurea,ARDPUR,,FALSE
,GREG,,Great Egret,Ardea alba,ARDALB,,FALSE
,INEG,,Intermediate Egret,Ardea intermedia,ARDINT,,FALSE
,WHHE,,Whistling Heron,Syrigma sibilatrix,SYRSIB,,FALSE
,CHEG,,Chinese Egret,Egretta eulophotes,EGREUL,,FALSE
,LIEG,,Little Egret,Egretta garzetta,EGRGAR,,FALSE
,WERH,,Western Reef-Heron,Egretta gularis,EGRGUL,,FALSE
,SNEG,,Snowy Egret,Egretta thula,EGRTHU,,FALSE
,LBHE,,Little Blue Heron,Egretta caerulea,EGRCAE,,FALSE
,TRHE,,Tricolored Heron,Egretta tricolor,EGRTRI,,FALSE
,REEG,,Reddish Egret,Egretta rufescens,EGRRUF,,FALSE
,CAEG,,Cattle Egret,Bubulcus ibis,BUBIBI,,FALSE
,CHPH,,Chinese Pond-Heron,Ardeola bacchus,ARDBAC,,FALSE
,GRHE,,Green Heron,Butorides virescens,BUTVIR,,FALSE
,STRH,*,Striated Heron,Butorides striata,BUTSTR,,FALSE
,AGHE,,Agami Heron,Agamia agami,AGAAGA,,FALSE
,CAHE,,Capped Heron,Pilherodius pileatus,PILPIL,,FALSE
,BCNH,,Black-crowned Night-Heron,Nycticorax nycticorax,NYCNYC,,FALSE
,YCNH,,Yellow-crowned Night-Heron,Nyctanassa violacea,NYCVIO,,FALSE
,BBHE,,Boat-billed Heron,Cochlearius cochlearius,COCCOL,*,FALSE
,WHIB,,White Ibis,Eudocimus albus,EUDALB,,FALSE
,SCIB,,Scarlet Ibis,Eudocimus ruber,EUDRUB,,FALSE
,GLIB,,Glossy Ibis,Plegadis falcinellus,PLEFAL,,FALSE
,WFIB,,White-faced Ibis,Plegadis chihi,PLECHI,,FALSE
,GRIB,,Green Ibis,Mesembrinibis cayennensis,MESCAY,,FALSE
,BNIB,,Buff-necked Ibis,Theristicus caudatus,THECAU,,FALSE
,EURS,*,Eurasian Spoonbill,Platalea leucorodia,PLALEU,,FALSE
,ROSP,,Roseate Spoonbill,Platalea ajaja,PLAAJA,,FALSE
,CACO,,California Condor,Gymnogyps californianus,GYMCAL,,TRUE
,KIVU,,King Vulture,Sarcoramphus papa,SARPAP,,TRUE
,BLVU,,Black Vulture,Coragyps atratus,CORATR,,TRUE
,TUVU,,Turkey Vulture,Cathartes aura,CAEAUR,*,TRUE
,LYHV,,Lesser Yellow-headed Vulture,Cathartes burrovianus,CATBUR,,TRUE
,OSPR,,Osprey,Pandion haliaetus,PANHAL,,TRUE
,PEKI,,Pearl Kite,Gampsonyx swainsonii,GAMSWA,,TRUE
,WTKI,,White-tailed Kite,Elanus leucurus,ELALEU,,TRUE
,HBKI,,Hook-billed Kite,Chondrohierax uncinatus,CHOUNC,,TRUE
,GHKI,,Gray-headed Kite,Leptodon cayanensis,LEPCAY,,TRUE
,STKI,,Swallow-tailed Kite,Elanoides forficatus,ELAFOR,,TRUE
,CREA,,Crested Eagle,Morphnus guianensis,MORGUI,,TRUE
,HAEA,,Harpy Eagle,Harpia harpyja,HARHAR,,TRUE
,GOEA,,Golden Eagle,Aquila chrysaetos,AQUCHR,,TRUE
,BLHE,,Black Hawk-Eagle,Spizaetus tyrannus,SPITYR,,TRUE
,BAWH,,Black-and-white Hawk-Eagle,Spizaetus melanoleucus,SPIMEL,,TRUE
,ORHE,,Ornate Hawk-Eagle,Spizaetus ornatus,SPIORN,,TRUE
,DTKI,,Double-toothed Kite,Harpagus bidentatus,HARBID,,TRUE
,NOHA,,Northern Harrier,Circus hudsonius,CIRHUD,,TRUE
,LWHA,,Long-winged Harrier,Circus buffoni,CIRBUF,,TRUE
,WMHA,,Western Marsh Harrier,Circus aeruginosus,CIRAER,,TRUE
,GBEH,*,Gray-bellied Hawk,Accipiter poliogaster,ACCPOL,,TRUE
,CHIS,*,Chinese Sparrowhawk,Accipiter soloensis,ACCSOL,,TRUE
,TIHA,,Tiny Hawk,Accipiter superciliosus,ACCSUP,,TRUE
,SSHA,,Sharp-shinned Hawk,Accipiter striatus,ACCSTR,,TRUE
,COHA,,Cooper's Hawk,Accipiter cooperii,ACCCOO,,TRUE
,GUHA,,Gundlach's Hawk,Accipiter gundlachi,ACCGUN,,TRUE
,BIHA,,Bicolored Hawk,Accipiter bicolor,ACCBIC,,TRUE
,NOGO,,Northern Goshawk,Accipiter gentilis,ACCGEN,,TRUE
+,UAHA,,Unidentified Accipiter Hawk,Accipiter (sp),ACCSPE,,TRUE
,BLAK,*,Black Kite,Milvus migrans,MILMIG,,TRUE
,BAEA,,Bald Eagle,Haliaeetus leucocephalus,HALLEU,,TRUE
,WTEA,,White-tailed Eagle,Haliaeetus albicilla,HALALB,,TRUE
,STSE,,Steller's Sea-Eagle,Haliaeetus pelagicus,HALPEL,,TRUE
,MIKI,,Mississippi Kite,Ictinia mississippiensis,ICTMIS,,TRUE
,PLKI,,Plumbeous Kite,Ictinia plumbea,ICTPLU,,TRUE
,BCHA,,Black-collared Hawk,Busarellus nigricollis,BUSNIG,,TRUE
,CRHA,,Crane Hawk,Geranospiza caerulescens,GERCAE,,TRUE
,SNKI,,Snail Kite,Rostrhamus sociabilis,ROSSOC,,TRUE
,SBKI,,Slender-billed Kite,Helicolestes hamatus,HELHAM,,TRUE
,PLHA,,Plumbeous Hawk,Cryptoleucopteryx plumbea,CRYPLU,,TRUE
,COBH,*,Common Black Hawk,Buteogallus anthracinus,BUTANT,,TRUE
,CUBH,*,Cuban Black Hawk,Buteogallus gundlachii,BUTGUN,,TRUE
,SAHA,,Savanna Hawk,Buteogallus meridionalis,BUTMER,,TRUE
,GBHA,,Great Black Hawk,Buteogallus urubitinga,BUTURU,,TRUE
,SOEA,,Solitary Eagle,Buteogallus solitarius,BUGSOL,*,TRUE
,BAHA,,Barred Hawk,Morphnarchus princeps,MORPRI,,TRUE
,ROHA,,Roadside Hawk,Rupornis magnirostris,RUPMAG,,TRUE
,HASH,*,Harris's Hawk,Parabuteo unicinctus,PARUNI,,TRUE
,WTHA,,White-tailed Hawk,Geranoaetus albicaudatus,GERALB,,TRUE
,WHHA,,White Hawk,Pseudastur albicollis,PSEALB,,TRUE
,SEHA,,Semiplumbeous Hawk,Leucopternis semiplumbeus,LEUSEL,*,TRUE
,GRHA,,Gray Hawk,Buteo plagiatus,BUTPLG,*,TRUE
,GLHA,,Gray-lined Hawk,Buteo nitidus,BUTNIT,,TRUE
,RSHA,,Red-shouldered Hawk,Buteo lineatus,BUTLIN,,TRUE
,RIHA,,Ridgway's Hawk,Buteo ridgwayi,BUTRID,,TRUE
,BWHA,,Broad-winged Hawk,Buteo platypterus,BUTPLT,*,TRUE
,HAWH,*,Hawaiian Hawk,Buteo solitarius,BUESOL,*,TRUE
,STHA,,Short-tailed Hawk,Buteo brachyurus,BUTBRA,,TRUE
,SWHA,,Swainson's Hawk,Buteo swainsoni,BUTSWA,,TRUE
,ZTHA,,Zone-tailed Hawk,Buteo albonotatus,BUTALB,,TRUE
,RTHA,,Red-tailed Hawk,Buteo jamaicensis,BUTJAM,,TRUE
+,HALH,*,Harlan's Hawk,Buteo jamaicensis harlani,BUTJHA,,TRUE
,RLHA,,Rough-legged Hawk,Buteo lagopus,BUTLAG,,TRUE
,FEHA,,Ferruginous Hawk,Buteo regalis,BUTREG,,TRUE
,LLBU,,Long-legged Buzzard,Buteo rufinus,BUTRUF,,TRUE
+,UNHA,,Unidentified Hawk,"Accipitridae (gen, sp)",ACCGSP,,TRUE
,BANO,*,Barn Owl,Tyto alba,TYTALB,,TRUE
,AFOW,,Ashy-faced Owl,Tyto glaucops,TYTGLA,,TRUE
,ORSO,,Oriental Scops-Owl,Otus sunia,OTUSUN,,TRUE
,FLOW,,Flammulated Owl,Psiloscops flammeolus,PSIFLA,,TRUE
,PRIO,,Puerto Rican Owl,Gymnasio nudipes,GYSNUD,*,TRUE
,WHSO,,Whiskered Screech-Owl,Megascops trichopsis,MEGTRI,,TRUE
,BSSO,,Bare-shanked Screech-Owl,Megascops clarkii,MEGCLA,,TRUE
,TRSO,,Tropical Screech-Owl,Megascops choliba,MEGCHO,,TRUE
,BESO,,Bearded Screech-Owl,Megascops barbarus,MEGBAR,,TRUE
,PASO,,Pacific Screech-Owl,Megascops cooperi,MEGCOO,,TRUE
,WESO,,Western Screech-Owl,Megascops kennicottii,MEGKEN,,TRUE
,EASO,,Eastern Screech-Owl,Megascops asio,MEGASI,,TRUE
,BASO,,Balsas Screech-Owl,Megascops seductus,MEGSED,,TRUE
,MASO,,Middle American Screech-Owl,Megascops guatemalae,MEGGUA,,TRUE
,CHSO,,Choco Screech-Owl,Megascops centralis,MEGCEN,,TRUE
,BLOW,,Bare-legged Owl,Margarobyas lawrencii,MARLAW,,TRUE
,CROW,,Crested Owl,Lophostrix cristata,LOPCRI,,TRUE
,SPEO,*,Spectacled Owl,Pulsatrix perspicillata,PULPER,,TRUE
,GHOW,,Great Horned Owl,Bubo virginianus,BUBVIR,,TRUE
,SNOW,,Snowy Owl,Bubo scandiacus,BUBSCA,,TRUE
,NHOW,,Northern Hawk Owl,Surnia ulula,SURULU,,TRUE
,NOPO,,Northern Pygmy-Owl,Glaucidium gnoma,GLAGNO,,TRUE
,CRPO,,Costa Rican Pygmy-Owl,Glaucidium costaricanum,GLACOS,,TRUE
,CAPO,,Central American Pygmy-Owl,Glaucidium griseiceps,GLAGRI,,TRUE
,TAPO,,Tamaulipas Pygmy-Owl,Glaucidium sanchezi,GLASAN,,TRUE
,CPYO,*,Colima Pygmy-Owl,Glaucidium palmarum,GLAPAL,,TRUE
,FEPO,,Ferruginous Pygmy-Owl,Glaucidium brasilianum,GLABRA,,TRUE
,CUPO,,Cuban Pygmy-Owl,Glaucidium siju,GLASIJ,,TRUE
,ELOW,,Elf Owl,Micrathene whitneyi,MICWHI,,TRUE
,BUOW,,Burrowing Owl,Athene cunicularia,ATHCUN,,TRUE
,MOOW,,Mottled Owl,Ciccaba virgata,CICVIR,,TRUE
,BLWO,*,Black-and-white Owl,Ciccaba nigrolineata,CICNIG,,TRUE
,SPOW,,Spotted Owl,Strix occidentalis,STROCC,,TRUE
+,SBOH,,Spotted x Barred Owl Hybrid,Strix occidentalis x varia,STROCV,,TRUE
,BADO,*,Barred Owl,Strix varia,STRVAR,,TRUE
,FUOW,,Fulvous Owl,Strix fulvescens,STRFUL,,TRUE
,GGOW,,Great Gray Owl,Strix nebulosa,STRNEB,,TRUE
,LEOW,,Long-eared Owl,Asio otus,ASIOTU,,TRUE
,STOW,,Stygian Owl,Asio stygius,ASISTY,,TRUE
,SEOW,,Short-eared Owl,Asio flammeus,ASIFLA,,TRUE
,STRO,*,Striped Owl,Pseudoscops clamator,PSECLA,,TRUE
,JAOW,,Jamaican Owl,Pseudoscops grammicus,PSEGRA,,TRUE
,BOOW,,Boreal Owl,Aegolius funereus,AEGFUN,,TRUE
,NSWO,,Northern Saw-whet Owl,Aegolius acadicus,AEGACA,,TRUE
,USWO,,Unspotted Saw-whet Owl,Aegolius ridgwayi,AEGRID,,TRUE
,NOBB,*,Northern Boobook,Ninox japonica,NINJAP,,TRUE
+,UNOW,,Unidentified Owl,"Strigidae (gen, sp)",STRGSP,,TRUE
,CUTR,,Cuban Trogon,Priotelus temnurus,PRITEM,,TRUE
,HITR,,Hispaniolan Trogon,Priotelus roseigaster,PRIROS,,TRUE
,LTTR,,Lattice-tailed Trogon,Trogon clathratus,TROCLA,,TRUE
,STTR,,Slaty-tailed Trogon,Trogon massena,TROMAS,,TRUE
,BTAT,*,Black-tailed Trogon,Trogon melanurus,TROMER,*,TRUE
,BHTR,,Black-headed Trogon,Trogon melanocephalus,TROMEC,*,TRUE
,CITR,,Citreoline Trogon,Trogon citreolus,TROCIT,,TRUE
,WTAT,*,White-tailed Trogon,Trogon chionurus,TROCHI,,TRUE
,BATR,,Baird's Trogon,Trogon bairdii,TROBAI,,TRUE
,GATR,,Gartered Trogon,Trogon caligatus,TROCAL,,TRUE
,BTHT,*,Black-throated Trogon,Trogon rufus,TRORUS,*,TRUE
,ELTR,,Elegant Trogon,Trogon elegans,TROELE,,TRUE
,MOTR,,Mountain Trogon,Trogon mexicanus,TROMEX,,TRUE
,COTR,,Collared Trogon,Trogon collaris,TROCOL,,TRUE
+,OBTR,,Orange-bellied Trogon,Trogon collaris aurantiiventris,TROCAU,,TRUE
,EAQU,,Eared Quetzal,Euptilotis neoxenus,EUPNEO,,TRUE
,GHQU,,Golden-headed Quetzal,Pharomachrus auriceps,PHAAUC,*,TRUE
,REQU,,Resplendent Quetzal,Pharomachrus mocinno,PHAMOC,,TRUE
,EHOO,*,Eurasian Hoopoe,Upupa epops,UPUEPO,,TRUE
,CUTO,,Cuban Tody,Todus multicolor,TODMUL,,TRUE
,BBTO,,Broad-billed Tody,Todus subulatus,TODSUB,,TRUE
,NBTO,,Narrow-billed Tody,Todus angustirostris,TODANG,,TRUE
,JATO,,Jamaican Tody,Todus todus,TODTOD,,TRUE
,PRTO,,Puerto Rican Tody,Todus mexicanus,TODMEX,,TRUE
,TOMO,,Tody Motmot,Hylomanes momotula,HYLMOM,,TRUE
,BTMO,,Blue-throated Motmot,Aspatha gularis,ASPGUL,,TRUE
,RCMO,,Russet-crowned Motmot,Momotus mexicanus,MOMMEX,,TRUE
,BCMO,,Blue-capped Motmot,Momotus coeruliceps,MOMCOE,,TRUE
,LEMO,,Lesson's Motmot,Momotus lessonii,MOMLES,,TRUE
,WHMO,,Whooping Motmot,Momotus subrufescens,MOMSUB,,TRUE
,RMOT,*,Rufous Motmot,Baryphthengus martii,BARMAR,,TRUE
,KBMO,,Keel-billed Motmot,Electron carinatum,ELECAR,,TRUE
,BBMO,,Broad-billed Motmot,Electron platyrhynchum,ELEPLA,,TRUE
,TBMO,,Turquoise-browed Motmot,Eumomota superciliosa,EUMSUP,,TRUE
,RIKI,,Ringed Kingfisher,Megaceryle torquata,MEGTOR,,TRUE
,BEKI,,Belted Kingfisher,Megaceryle alcyon,MEGALC,,TRUE
,AMKI,,Amazon Kingfisher,Chloroceryle amazona,CHLAMA,,TRUE
,APKI,,American Pygmy Kingfisher,Chloroceryle aenea,CHLAEN,,TRUE
,GKIN,*,Green Kingfisher,Chloroceryle americana,CHLAME,,TRUE
,GARK,,Green-and-rufous Kingfisher,Chloroceryle inda,CHLIND,,TRUE
,BAPU,,Barred Puffbird,Nystalus radiatus,NYSRAD,,TRUE
,WNPU,,White-necked Puffbird,Notharchus hyperrhynchus,NOTHYP,,TRUE
,BBPU,,Black-breasted Puffbird,Notharchus pectoralis,NOTPEC,,TRUE
,PIPU,,Pied Puffbird,Notharchus tectus,NOTTEC,,TRUE
,WWPU,,White-whiskered Puffbird,Malacoptila panamensis,MALPAN,,TRUE
,LAMO,,Lanceolated Monklet,Micromonacha lanceolata,MICLAN,,TRUE
,GCNU,,Gray-cheeked Nunlet,Nonnula frontalis,NONFRO,,TRUE
,WFNU,,White-fronted Nunbird,Monasa morphoeus,MONMOR,,TRUE
,DBJA,,Dusky-backed Jacamar,Brachygalba salmoni,BRASAL,,TRUE
,RTJA,,Rufous-tailed Jacamar,Galbula ruficauda,GALRUF,,TRUE
,GREJ,*,Great Jacamar,Jacamerops aureus,JACAUR,,TRUE
,SCBA,,Spot-crowned Barbet,Capito maculicoronatus,CAPMAC,,TRUE
,RHBA,,Red-headed Barbet,Eubucco bourcierii,EUBBOU,,TRUE
,PBBA,,Prong-billed Barbet,Semnornis frantzii,SEMFRA,,TRUE
,NOET,,Northern Emerald-Toucanet,Aulacorhynchus prasinus,AULPRA,,TRUE
,COAR,,Collared Aracari,Pteroglossus torquatus,PTETOR,,TRUE
,FBAR,,Fiery-billed Aracari,Pteroglossus frantzii,PTEFRA,,TRUE
,YETO,,Yellow-eared Toucanet,Selenidera spectabilis,SELSPT,*,TRUE
,KBTO,,Keel-billed Toucan,Ramphastos sulfuratus,RAMSUL,,TRUE
,YTTO,,Yellow-throated Toucan,Ramphastos ambiguus,RAMAMB,,TRUE
,EUWR,,Eurasian Wryneck,Jynx torquilla,JYNTOR,,TRUE
,OLPI,,Olivaceous Piculet,Picumnus olivaceus,PICOLI,,TRUE
,ANPI,,Antillean Piculet,Nesoctites micromegas,NESMIC,,TRUE
,LEWO,,Lewis's Woodpecker,Melanerpes lewis,MELLEW,,TRUE
,GUWO,,Guadeloupe Woodpecker,Melanerpes herminieri,MELHER,,TRUE
,PRWO,,Puerto Rican Woodpecker,Melanerpes portoricensis,MENPOR,*,TRUE
,RHWO,,Red-headed Woodpecker,Melanerpes erythrocephalus,MELERY,,TRUE
,ACWO,,Acorn Woodpecker,Melanerpes formicivorus,MELFOR,,TRUE
,GNWO,,Golden-naped Woodpecker,Melanerpes chrysauchen,MELCHC,*,TRUE
,BCWO,,Black-cheeked Woodpecker,Melanerpes pucherani,MELPUC,,TRUE
,HIWO,,Hispaniolan Woodpecker,Melanerpes striatus,MELSTR,,TRUE
,JAWO,,Jamaican Woodpecker,Melanerpes radiolatus,MELRAD,,TRUE
,GCHW,*,Golden-cheeked Woodpecker,Melanerpes chrysogenys,MELCHG,*,TRUE
,GBWO,,Gray-breasted Woodpecker,Melanerpes hypopolius,MELHYI,*,TRUE
,YUWO,,Yucatan Woodpecker,Melanerpes pygmaeus,MELPYG,,TRUE
,RCRW,*,Red-crowned Woodpecker,Melanerpes rubricapillus,MELRUB,,TRUE
,GIWO,,Gila Woodpecker,Melanerpes uropygialis,MELURO,,TRUE
,HOWO,,Hoffmann's Woodpecker,Melanerpes hoffmannii,MELHOF,,TRUE
,GFWO,,Golden-fronted Woodpecker,Melanerpes aurifrons,MELAUR,,TRUE
,RBWO,,Red-bellied Woodpecker,Melanerpes carolinus,MELCAR,,TRUE
,WIWO,,West Indian Woodpecker,Melanerpes superciliaris,MELSUP,,TRUE
,WISA,,Williamson's Sapsucker,Sphyrapicus thyroideus,SPHTHY,,TRUE
,YBSA,,Yellow-bellied Sapsucker,Sphyrapicus varius,SPHVAR,,TRUE
,RNSA,,Red-naped Sapsucker,Sphyrapicus nuchalis,SPHNUC,,TRUE
+,RRSH,,Red-naped X Red-breasted Saps. Hybrid,Sphyrapicus nuchalis x ruber,SPHNUR,,TRUE
,RBSA,,Red-breasted Sapsucker,Sphyrapicus ruber,SPHRUB,,TRUE
+,UNSA,,Unidentified Sapsucker,Sphyrapicus (sp),SPHSPE,,TRUE
,CGWO,,Cuban Green Woodpecker,Xiphidiopicus percussus,XIPPER,,TRUE
,ATTW,,American Three-toed Woodpecker,Picoides dorsalis,PICDOR,,TRUE
,BBWO,,Black-backed Woodpecker,Picoides arcticus,PICARC,,TRUE
,GSWO,,Great Spotted Woodpecker,Dendrocopos major,DENMAJ,,TRUE
,DOWO,,Downy Woodpecker,Dryobates pubescens,DRYPUB,,TRUE
,NUWO,,Nuttall's Woodpecker,Dryobates nuttallii,DRYNUT,,TRUE
,LBWO,,Ladder-backed Woodpecker,Dryobates scalaris,DRYSCA,,TRUE
,RCWO,,Red-cockaded Woodpecker,Dryobates borealis,DRYBOR,,TRUE
,HAWO,,Hairy Woodpecker,Dryobates villosus,DRYVIL,,TRUE
,WHWO,,White-headed Woodpecker,Dryobates albolarvatus,DRYALB,,TRUE
,SMBW,*,Smoky-brown Woodpecker,Dryobates fumigatus,DRYFUM,,TRUE
,ARWO,,Arizona Woodpecker,Dryobates arizonae,DRYARI,,TRUE
,STCW,*,Strickland's Woodpecker,Dryobates stricklandi,DRYSTR,,TRUE
,RRWO,,Red-rumped Woodpecker,Dryobates kirkii,DRYKIR,,TRUE
,RWWO,,Rufous-winged Woodpecker,Piculus simplex,PICSIM,,TRUE
,SCHW,*,Stripe-cheeked Woodpecker,Piculus callopterus,PICCAL,,TRUE
,GGWO,,Golden-green Woodpecker,Piculus chrysochloros,PICCHR,,TRUE
,GOWO,,Golden-olive Woodpecker,Colaptes rubiginosus,COLRUB,,TRUE
,GRCW,*,Gray-crowned Woodpecker,Colaptes auricularis,COLAUC,*,TRUE
,SBWP,*,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,,TRUE
,NOFL,,Northern Flicker,Colaptes auratus,COLAUT,*,TRUE
+,YSFL,,Yellow-shafted Flicker,Colaptes auratus auratus,COLAAU,,TRUE
+,NFIN,,Northern Flicker Intergrade,Colaptes auratus auratus x cafer,COLAAC,,TRUE
+,RSFL,,Red-shafted Flicker,Colaptes auratus cafer,COLACA,,TRUE
,GIFL,,Gilded Flicker,Colaptes chrysoides,COLCHR,,TRUE
,FEFL,,Fernandina's Flicker,Colaptes fernandinae,COLFER,,TRUE
,CIWO,,Cinnamon Woodpecker,Celeus loricatus,CELLOR,,TRUE
,CCOW,*,Chestnut-colored Woodpecker,Celeus castaneus,CELCAS,,TRUE
,LIWO,,Lineated Woodpecker,Dryocopus lineatus,DRYLIN,,TRUE
,PIWO,,Pileated Woodpecker,Dryocopus pileatus,DRYPIL,,TRUE
